,date_commenced,claim,verdict
396,1980-10-28,figure president used california distortion situation governor california spending california increased le per caput spending georgia mr carter governor georgia four year ronald reagan governor,1
397,2004-10-08,le percent total cost health care john kerry senator,1
398,1980-10-28,equal right office four ear one single state f majority democratic legislator added ratification r voted ratify equal right amendment ronald reagan governor,1
399,1960-10-07,secretary acheson made famous speech press club early year k korean war started indicating effect south korea beyond defense zone united state richard nixon vice president,1
400,2012-10-03,done made adjustment putting forward congress right trillion plan barack obama president,1
401,2008-09-26,opposed president spending climate change torture prisoner guantanamo bay john mccain senator,1
402,2016-10-19,say want college tuition donald trump businessman,0
403,2008-10-07,know senator obama voted proposing billion new spending john mccain senator,1
404,1976-09-23,one bill overridden got one vote senate seven vote house republican jimmy carter governor,1
405,1960-10-07,unless severe recession worst unbalanced budget history twelve billion dollar larger administration history united state john f kennedy senator,1
406,2012-10-16,call question president whole policy middle east mitt romney governor,0
407,2004-10-13,president decided give wealthiest american tax cut john kerry senator,1
408,1996-10-16,fifty time deployed troop around world bob dole senator,1
409,2016-09-26,could tell much bothered annoyed touted used hillary clinton secretary,0
410,1996-10-16,ought help move million people welfare work ought create finest education system world every year old go college younger child great educational opportunity bill clinton president,0
411,2000-10-03,good solid men woman made good sound judgment behalf people texas george w bush governor,0
412,1976-10-06,nowadays percent israel jimmy carter governor,1
413,2008-09-26,want every family refundable tax credit go purchase health care john mccain senator,0
414,1992-10-15,american people want talk ought know one person ought consider ross perot independent candidate,0
415,2012-10-22,well governor romney right familiar job shipped overseas invested company shipping job overseas barack obama president,1
416,2012-10-16,get income mitt romney governor,0
417,1988-09-25,strong militarily teeter tottering top mountain debt created past eight year michael dukakis governor,0
418,1976-10-22,still rank fifteenth among nation world infant mortality jimmy carter governor,1
419,1984-10-21,anyone could think sane person would believe could call back nuclear missile think ridiculous whole concept ronald reagan president,0
420,1976-09-23,import percent oil jimmy carter governor,1
421,1992-10-19,make work job george bush president,0
422,2016-10-09,well one thing get rid carried interest donald trump businessman,0
423,2016-09-26,proposed would paid raising tax wealthy made gain economy hillary clinton secretary,0
424,2012-10-16,growing slowly year last year slowly last year year mitt romney governor,1
425,2016-10-19,happened isi country donald trump businessman,1
426,1960-09-26,believe word seen local community state assuming responsibility richard nixon vice president,0
427,2008-10-15,likely one u making least one probably one appointment roe versus wade probably hang balance barack obama senator,0
428,1984-10-21,president must assure tough must also wise smart exercise power walter mondale former vice president,0
429,2008-10-07,go across state line purchase thing america john mccain senator,0
430,1960-10-13,uh related moment ago president always indicated must make mistake dealing dictator indicating going make concession point gun richard nixon vice president,1
431,2008-10-15,fact afterwards congressman lewis put similar statement saying probably gone line barack obama senator,1
432,2000-10-17,promise make al gore vice president,0
433,1980-09-21,governor reagan running platform call constitutional amendment banning abortion john anderson congressman,1
434,1996-10-16,say unemployed bob dole senator,0
435,1992-10-11,see china moving towards free market economy george bush president,1
436,2012-10-16,going help people across country unemployed right mitt romney governor,0
